"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"1",1.73388423270456,-0.348446508533419,-0.270057240310963,-0.282479163502983,0.0344430275909158,-0.01309046105875,0,-0.29582909945907,0,0,-0.0383898637006847,0.00633981133833219,0.000579194799850264,0,0,-0.0247173919294104,-0.0208024585258519,0,0,0.0288082209924064,0,0.0279711214101052,0,-0.0178136839066986,-0.000384811371770317,-0.0542438169751023,-0.0244463004237978,0.0218734763507983,-0.0163266854269338,0,-0.019452441908232,0,0.0296665134534218,-0.025090182659868,0.00216435666377517,0.036070662850497,-0.0180443677810614,0,0.0177245802064783,0,0.031558927424838,0,-0.00479518531349752,-0.00441264108603321,0,0.000656586674862497,0,0,-0.0770685270494411,0,0,0,0,0.0179585191431684,-0.0631325092778449,0,0,0,0,0,-0.0463069727223218,0,0,0,-0.0370606266083555,0,0,-0.0017590948478468,0,0,0.0847400590300093,0,-0.0230603145761613,0.00556892243172981,0,0,-0.0336855977625862,-0.00451839129718285,0,-0.0367337725781382,0.0190004029473733,0.0110226222825616,-0.00958964706341415,0.0300624036480692,0,0.036956909826777,0,0,0.0244999146855566,0.0113811781085227,-0.020853454233013,0.00467502400733946,-0.00388400826556076,-0.0244344111337665,-0.00612044517196823,-0.0129729761247799,0.0138651261581478,0,0,-0.0248071523155937,0.0185728136243534,0,0.0456788496635952,-0.00949726214108903,0.0099495463437154,0.0210021465769289,0,0.00543218171198593,0,0,-0.0283746687852122,-0.0240875985180536,-0.0850341675695953,0.00851381377044602,0,0.0083401532487467
"2",-0.348446508533419,1.98802085214496,-0.474457169041923,-0.0694672482208198,-0.306175845413588,-0.267321611967096,-0.160683077121388,0,0.019075144515346,0,-0.0674916814312177,0,0.00537601228657461,-0.0036785606496702,0,0,0.000985046093447394,0,0.00661547308316384,0.116368097153695,0,-0.051594594886637,0,-0.0422462666302789,0,-0.119901687246494,0,0,-0.0458758167931681,0,0.00964529546045441,-0.00424029678431512,-0.0299616245603875,0,-0.0382405095548122,-0.107887291879899,0,0.0423090428879164,0,0,-0.0428143557184434,0.00362510098730708,0,-0.00603565519546944,0.044571679388025,0,-0.0244402787960955,0.0277567989117473,0.0739099556648785,0.0010029055732369,0,0,-0.0052639502142171,-0.0456977529767966,-0.0313619616228961,0.0498390841006311,0,-0.0436208927859579,0.0148576586853305,-0.0518690228582827,-0.0226530822673761,0,0,0,0.0257755397790769,0,0,0.00330210086176311,-0.0108546125420794,0,0,-0.0108874263120144,0,-0.00515620826193656,-0.0170261608321329,0,-0.0194201010101081,0,0.000567516703383445,0,0,0,-0.0341713836791583,0,0.0122941706028372,0,-0.0161520945931916,0.0716866860962362,0,0,-0.00416842704078409,0,0,-0.0775735117651091,0.0102889811060899,0,0,0.00497062548536712,0.00331205555720808,0,-0.0597079123117399,0.0972755088828571,-0.0174302820018327,0,-0.0315060746417807,0.0542265189077598,-0.0467559013808348,-0.0176179787533564,0,0,0.0643315161537239,-0.0277729024164474,0.0390040611155951,-0.0899959112655048,0.0466966356859599,0
"3",-0.270057240310963,-0.474457169041923,4.91715171898773,-1.16517878528644,-0.173424977672808,-0.305003028651092,-1.94018166928045,0.0834962499489634,0,0,-0.0138775044339019,0,0,-0.0438132258749486,0,0.0655344308297916,0,-0.018847701033125,0,0.0349486957949486,0,0,0,0,0,0,0,0,0,0,0,-0.0102392707497109,0.0232134165982515,0,0,0.0590951135446359,-0.0325665219160157,0,0,0,0.0738113237339565,0,0,-0.0210299816736281,-0.0293991815942012,0,0.0220209870788859,0.102499410881921,-0.0213123050706278,0,0,0.0156733978383137,0,-0.0491032239494127,-0.136922133317407,-0.465608053688354,0,0,-0.0785792522316573,-0.0219590630476445,-0.012101989956451,-0.0548776006689915,0,-0.0924726991946667,0,0,-0.0148697714104799,0.0207879409357572,0.0259644695229612,0,0,0.00592583537803695,0,-0.00315686634076027,0,0.0210341634067619,0,0.046050828586536,-0.0190635112036384,-0.0675881638150316,0.0539104283360438,0.01554575347664,0.00460170316974884,0,-0.0737843072751441,0,0.02133459954297,0,0.0516705992182758,-0.0187691734362077,0,0,0.00681143372955708,0,0,0.0707279149176207,0,0.00419965611479322,0,0,0.0154516373929709,-0.100318576224366,0,0,0.0417428073105988,-0.0109300396412867,0,0,0,0,-0.0209567569845702,-0.0739257464249692,-0.0177202677383969,-0.0183529442134976,0,0
"4",-0.282479163502983,-0.0694672482208198,-1.16517878528644,3.49790967649818,-0.138104820088534,-0.146215135908486,-1.09319586330437,-0.199777846096339,-0.11652940705317,0,0,0,0,0,0,0.0254512383667308,0,0,-0.0404248388466474,-0.121166759628609,0,0,0,0.00501125842386716,0,0,0,0,0,0,0,0,0,0,0,0.0207555382701118,0,0,-0.00599535648423718,0,0,0.0170082624374152,0,-0.00174663698905996,0,0,0,-0.0648917900950342,-0.0235697299828315,0,0,0,-0.0290500768976041,-0.0708774436373836,-0.0184380819941023,-0.0270658227037097,-0.00116503638361312,0,0,-0.0236958494754618,0.0125153025776983,-0.0260721279263351,0.00571003363921555,-0.00853830897007293,-0.0473362115644016,0,-0.0769567377165472,0,0,0.00901791939813491,-0.0145692671117966,0,-0.022862850940823,0,0,0.00143234188138252,-0.0267770662214685,0.0427037013110742,0,0,0.0223672669668056,0.0695421430040586,0.0172632970391026,0,-0.026498734517981,0,0.0346626703389113,0,0.0425544208672375,-0.0113794847531472,0.0220048971937522,-0.0148255311905076,0,-0.0584007052532485,0,0,0,0.0252634720012579,0,0,0.0139084319013054,0,0,0,0,0.00617426776496846,0,0.0106064025259338,0,0,0,0,-0.0101561431693017,-0.0174042548058261,-0.019812584136301,0.0138992649117884
"5",0.0344430275909158,-0.306175845413588,-0.173424977672808,-0.138104820088534,2.18271632488727,-0.352101075188166,-0.680651801320543,-0.110135002186825,0,0,-0.035084877320274,0,0,0,0,0,0,0,0,0.00870913039681584,0,0,-0.0166107735217433,0,-0.0173337894247087,0.00731034403766636,-0.0187929186055253,-0.00631740974515893,0.00789004774712321,0,0.00361825465948977,-0.00763984102008098,0,0,-0.0111511268737184,-0.0134064327179182,-0.0404246537189291,0,0,-0.00257702870030941,0,0,0,0,0,-0.0221491588460678,-0.00293749832991672,-0.00109961371159212,0.0128773265307094,0,-0.0159104676237339,-0.0197186434400599,0,-0.00494749446137445,0,0,0,0,0,0,-0.0181709542090226,0,0,0.0386277125044856,0.00479345327218011,0,0,0.00142718059484672,-0.0118216217372752,0,-0.0615948666626686,0,0,-0.00446889007604654,0,-0.00463823459299036,0,-0.0191708092394383,0,-0.0133035383200097,0.000155967098991991,0,0,-0.0434585050727241,0,-0.00870219452100475,0,0,-0.0466688019996936,0,0,0,0,0,0.0177078217180199,0.00152055058757437,0,0,0,0,-0.0751343653286347,0,-0.0314934378456236,0.0121695716450156,0,0,0,-0.0231938435134468,0,0,-0.0238450637486151,0,0,-0.0214680662028551,0.035440093880165,0
"6",-0.01309046105875,-0.267321611967096,-0.305003028651092,-0.146215135908486,-0.352101075188166,4.3446777783439,-2.6447145249164,0,-0.0689103649517121,0,-0.0377884449341716,-0.0531285928582059,0.0198808321013533,0,0.00119440412611484,0,0,-0.0119825682335582,0,0.0472946864755009,0,0,0,0,0,0,-0.0300404332121781,-0.0402376772178817,0.0103361877189991,0.0339692236683536,0,-0.0124178229402728,0,0,0,0,0.0236179382047366,0,0,0,0,0.0267935715449244,-0.000822596495352633,0.0280809892947413,0,0,-0.0376973852407815,0,-0.097171600913976,0,0.0347197696654206,0,0,0,-0.0903641416943919,0,0,0,0.0109091630415094,0,-0.0605318926438077,-0.0228240286016562,0,0,0,-0.0288073306283805,-0.0390978067145699,0,0,0,0,0,-0.0228285774179176,0,0,0.00561047753265821,0,0.0130377379490062,-0.0586367869137197,0,0.037433725284223,-0.0502798056523426,-0.0151263193305433,0,0,0,0.0237284686354063,0,-0.160213853620451,0.0195673671063053,0,0,0,-0.0344672179075776,0.0281879667636687,0.0197936835336155,0.0745376714370456,0,0,0,0,0,0,0,0.0022360583670636,0.0369869864952788,0.0404342421262243,-0.0636531640203165,-0.17332840946156,-0.143356851332568,-0.0618692103993861,-0.0926705910790257,-0.00285130182061139,0,0,0
"7",0,-0.160683077121388,-1.94018166928045,-1.09319586330437,-0.680651801320543,-2.6447145249164,7.68318616805267,-0.714602533584062,0,-0.0591034464391477,-0.0422571665320002,0,0,0,0,0.0489958190764126,-0.104899386460114,0,-0.0774800854577353,0,0.0170097326446341,0.00484617347476144,-0.0340847701901676,0,0,0,-0.00635805689648442,0,0.115320805163055,0.00925641347594163,0.010600845450579,0,0.048919539464641,0.00940839046253197,0,0.0669696159618631,0,0.0142889263080122,0,0,0.100841374146197,0,0,0,0,0,0.0291176669594924,0.00733591826110579,-0.0668830751490536,0.000237485418628032,0,0,0,-0.695025870064057,0,-0.0135546129634298,0,0,-0.00610103398864452,0,0.0390340269629474,-0.163989084672531,0.127882852848241,0,0,0,-0.0662908094806168,-0.0503650356001876,0.0178884346906611,0.0438676695290945,0.0356117156319682,0.00714414005344832,0,-0.0105764951747241,0.0162566560221943,0.0151772726821912,0,0.203163055507212,-0.00113257711511987,0,0.20537323541348,0.0368610204344537,0,0,-0.00703889552229638,0,0.0257211273605352,-0.11608586091982,0,0,0.0230579277565549,0,-0.148826188000841,0,0,0.0189747347383772,0,0,0,0.0164467685817504,0.0926146285972786,-0.180631905201827,-0.024322959707169,0,0.0580455307149753,-0.137091371167713,0,0.055030959658286,0.161440889728331,0.0115509323235023,0,0.095853466320476,0.0343972784027916,0,0.0114912587868701,0.0320090020433417
"8",-0.29582909945907,0,0.0834962499489634,-0.199777846096339,-0.110135002186825,0,-0.714602533584062,2.12072700146143,-0.0815164275491686,0,-0.053374674031796,0,-0.145490715149104,-0.0621678650903862,0.00361137036504982,-0.0114600173445536,0,-0.019757485633637,0,0.00796689452020486,-0.0231240954425093,0.018355087589361,0,-0.0198313859838167,0,0.0108884058091058,-0.0513576166126323,0,0,-0.000549747873385747,0,0,0.192880071235381,0,-0.00505776452411394,-0.115300852119317,0.0476624570666177,-0.072649601346713,0.00844788445684754,0.0404863121271417,0.00334343204546088,-0.0953877212463996,-0.00355449792982956,0.0325212227909609,0,0,0.0377972660165802,-0.0172731565031664,-0.0465934264384228,0.0307990339830518,0.00940904014692181,0,0.00453904752809035,-0.167515799942825,-0.00721325157721834,-0.00917989701204551,0,0,0.0789468152907209,0,0.0605902225918553,0,0.0119035382072475,-0.0299426497378152,-0.0452685654974268,-0.0305464939162996,0,0.0160731590162642,0,0,0.0106439980881782,0,-0.00805037473744783,0.0218684093783745,0,0,0,0,-0.0262000521286823,0.029125543214325,0.150036163642188,0.0754545339317307,0.069641670968704,-0.0138349310436314,0.051269593897307,-0.00623232890078764,0.0176436992076558,0.0331759491170674,0.0246398981484762,0,-0.0880504649745204,0,-0.0795672128912764,-0.0315342613494636,0.00544432834939681,0,0,0,0,-0.00174269937014234,-0.094937209838003,0.013664868029037,0,0.0128779189877118,0,0,-0.0211617727453505,0,0.108532419071214,0.0125464632284185,-0.0185091221097768,0,-0.0857429548367995,0,0.0345877277609841,0
"9",0,0.019075144515346,0,-0.11652940705317,0,-0.0689103649517121,0,-0.0815164275491686,1.22046129711265,-0.204028098169864,-0.0717104474866858,-0.0584876759676093,-0.107283389085165,-0.0228725426874059,-0.0266533198957588,-0.0749239837576599,0,-0.00702204075636149,-0.00808512059846984,0,-0.0288257254147595,0,0.0171736917379646,0,0,0.00103725729696282,0,0.00662917352639371,0.00626585375964605,0.00117954895577728,-0.0024311888861737,0,0.0123133587265002,0,0,0,0,-0.0235180083606235,-0.0155568368022057,0,0.0251251892909379,0.0116218420815191,0.0173236023949355,0,0.00243129262593769,0,-0.0011378960707724,-0.0387179419168078,0,-0.0250200562167687,0.00844481606496549,0,0,0.0589992017582114,-0.0301181957952528,0,-0.0194794634848541,0.000610952297520709,-0.00967741627697971,-0.00755185783125531,-0.0313557287574033,0,0.00916916688404089,2.27737591159512e-05,-0.0474627753864937,0,0,0,-0.00585362735088232,-0.00959467853030092,-0.0385798895544052,0,-0.0313331642416637,0,0,-0.00804510233579578,0.0358373340845901,0.0343747634140263,0,0,0,-0.035967616884688,0,0.00454438925625232,0,0.00420893394226202,0.0399781701063467,-0.0226232041881024,0.0411630879153604,0,-0.0333621043750622,-0.0204901920989835,-0.0283517032093316,0.0354654703083507,-0.0180367316791791,0.0102720189296272,-0.0160100344815634,-0.0577798649788065,0,-0.020783683544809,0.0111168851484499,-0.0417594414035878,0.00770231181932622,0,0,0.0370888817872772,0.0116016570912306,-0.00451757555829671,-0.00407114793574631,-0.0320510773674311,-0.00293838899912632,0,-0.0125638288698297,0.00552065902064076,-0.0201086356844838,-0.0174079493965694
"10",0,0,0,0,0,0,-0.0591034464391477,0,-0.204028098169864,1.21562427761134,-0.260122744601169,-0.0997679569847688,-0.037154406262023,-0.056870960719554,-0.075096503429607,-0.0446020129918463,0,0,-0.0644388123353185,0,0,0,-0.0247899809657459,0,0,-0.0322832825471815,0,0,0,0,-0.0096942554486531,0,-0.0387580636734305,-0.000890389151737511,-0.0103205332697561,0.0132581391822872,0,0.00916840774150614,0,0,0,0.0142371200958866,-0.0143566094747957,-0.011099589898126,0.00955189915573549,0.000182155928450739,0.00857634402104887,0,0.00105487250935644,0,0,0.019977724699502,0.0202865776319174,0,-0.0667473584751253,0,0,0,0,-0.00128325827396161,0,0,-0.00837321344518167,0.00324243314261904,0,0.0157366574780938,0.0181642176692198,-0.0225448698229852,0,-0.00470278649019169,0.0103830771756877,0,0.0391152336682527,0,0,-0.00331618546299201,0.0112970313170063,0.0285022894975468,0,0.0125982823802664,-0.00544531677493006,-0.0514421046634574,-0.0164357810526289,0.00758127678299242,0,0,-0.0179998913086458,0,0,-0.0188342954929005,0,0,0,0,0,0,-0.022030638888267,-0.00156090977314477,0,-0.0115476559784632,0,-0.00619157507927264,0,-0.0291733224464177,0,0,0,0.0060179090251431,0.00296689890549051,0,0.0116279119817352,0,0.0478787469060482,0,-0.0707403193816424,-0.00283247720413991
"11",-0.0383898637006847,-0.0674916814312177,-0.0138775044339019,0,-0.035084877320274,-0.0377884449341716,-0.0422571665320002,-0.053374674031796,-0.0717104474866858,-0.260122744601169,1.23850353169434,-0.145999605744042,-0.0041694818275336,-0.0729126692174345,0,0,-0.015755914436037,0,0,0,0,-0.0160220979131161,0,0,-0.0208379261891874,-0.0571798740275348,0.0229499990781431,-0.0230223062688066,0,-0.0149235250487912,0,-0.0218118191391615,0,-0.0081674317297212,-0.0208542209854384,-0.0426370654711807,0,0.0310106177595925,-0.0265609130665301,0,-0.0314504088886943,-0.0270431221173607,0,-0.0018543455771249,0,-0.0187181539658441,-0.00576356306602371,0,0,-0.00740378395123047,-0.00810570182494269,-0.0177501757323997,-0.0205120919228707,0,-0.0688966300495767,0,-0.0185625348744103,0,0,-0.0299464839401189,0.00208697944990342,0,0,-0.00498332081084167,0.00899283355137408,0,0,-0.00807622911121052,0.00317517329816427,-0.013683028448892,-0.00875935817845527,-0.0156771039879325,0.0254815860650039,0.0113502054383709,0,0,-0.0154812702208949,0,-0.00784912921452562,0,0.0012845256094405,0,0,0.0124687825514871,0,-0.0221015288692095,0,0.0131338712881822,0.0171308437697547,0.0109980864094954,0,-0.00601171759417999,0.00255593710661392,0,-0.0146377933797048,-3.24272904806906e-05,-0.00129509734136107,-0.00882048597962502,0.00178676067860619,-0.00747644055049687,-0.0114954996926355,0,-0.0250778315627027,0,-0.00404175971355493,0,-0.0219232406367026,0,0,0,0.0193728719343146,0,0.0185627286233614,0,0,0
"12",0.00633981133833219,0,0,0,0,-0.0531285928582059,0,0,-0.0584876759676093,-0.0997679569847688,-0.145999605744042,1.28196985678376,-0.129747779651345,-0.0730071058869558,-0.074343068576262,-0.183679151734139,-0.117405366118629,-0.0181827056967329,0,0.0348356030934931,0,-0.0164145170339741,0,-1.17139248361253e-05,-0.0134135164974215,0.0531351458246159,0.00596325847409967,-0.00852483297208464,0,-0.0397124953373058,0.0164263008913697,0.0354765813129217,-0.0356506714602177,-0.0395425526188493,0,0.0181472640600237,0.0228795646840484,0.017027173106219,0,-0.0142961328600343,-0.123945964979104,0,0.0348921538848793,-0.0417953816489929,0,0.00655354351050872,-0.0722495890807567,0.050911728417486,0,-0.0337268178538992,-0.060695708188401,0,-0.160042449884687,0.0163074547342704,0.0232534246021565,0,0,0.00958845478229571,-0.0285800626322157,0,-0.00983979502174755,0.0293900154181166,0.0062654396629133,0,0.0294280807088654,-0.0644401320821563,0.0472220491703395,0.0389900255339348,0.00466428725267585,0.0128244175899204,0,-0.00923627690050721,0.0213096622826612,0,0,0.0153957848401982,0,-0.121393926374697,0.0454752846692124,0.00665522797660691,0.0441527845703711,-0.00855100794090853,0,0.0554053281822668,0.00424543311389204,0,0,0.0396160612610028,0,0.0389381431139405,0.0296018820533629,0.0320388599630566,0,0.00384697332049435,0.0325231586531306,0.0293233912677921,0,-0.0337589644263613,0,0,0.0176889420865755,0.0369663131616437,-0.0433897278980589,-0.00116071010302178,-0.0934014093105916,0.00758336205488476,0.0156158514812832,-0.0073869397996866,-0.101022921273152,0.0329390511835793,0,0.00672837227165709,0,0.0332483748208776,0.0344743838342224,-0.0114705969706858
"13",0.000579194799850264,0.00537601228657461,0,0,0,0.0198808321013533,0,-0.145490715149104,-0.107283389085165,-0.037154406262023,-0.0041694818275336,-0.129747779651345,1.15836211989251,-0.038855229758659,-0.04958848662846,-0.109832273890166,-0.0072313069606319,-0.0596032990310745,-0.055116668737409,0,-0.0444569786843348,0,-0.0155868234176638,-0.00821158259286876,0,0,0,0,0,0,0,0.0187419297301782,0.0245943831843234,0,0,-0.0371372623321425,0.0248830104971542,-0.00292079829318749,0,0.0050973677556319,0.00729229069437129,0,-0.0532203389718262,-0.03086272337796,-0.0191810321394632,-0.0493404809239955,0,0.00790788936112131,0.0265391442549215,0.0125426775963915,0,-0.0582718078185888,0.00990684665567305,0.011324739128856,-0.0297720421387605,-0.0278460149651062,-0.00658174927165613,0,0,0,0,0.0491937106153326,0.0161729421492328,-0.00923007839464176,-0.0210234923664504,0,0.0133182189030116,0.0159126788053042,0,-0.0255388639038457,0,0,-0.0117165636078945,-0.00164678802994559,0,-0.00590024514928277,0,-0.0869329863398055,0,0,-0.0526405892497197,0,0.0137123640425348,0,0.0492858297519359,0,0.002024778644071,0,-0.00438785734663433,0.0198967395189249,0,0,0.0183662844556795,0,0,0,-0.0376191059366012,-0.0180857873343343,0,-0.0186153129519163,0,-0.00738735921974973,0,0.00773006645776507,0,-0.0245886828059917,0,0.00375882554735472,0.0123598388468542,0,0,-0.00307905309148995,-0.0158824016656633,0.00114157273657724,0.0189814504945111,0
"14",0,-0.0036785606496702,-0.0438132258749486,0,0,0,0,-0.0621678650903862,-0.0228725426874059,-0.056870960719554,-0.0729126692174345,-0.0730071058869558,-0.038855229758659,1.06350432030917,-0.110077526244764,-0.0245886869566629,-0.00883183994837152,-0.0113280264746384,-0.035785272799536,0,-0.00668794779330241,-0.00462910579552935,0,0,-0.0122134069431313,0,0,-0.00639016646867441,0,0,-0.0240067413884352,0,0.00531865975523772,0,0.00525795873441454,-0.0190360164016878,-0.01629349685079,0,0,-0.00474858882101345,0.0101980671499645,0,-0.0112822353337627,-0.0196947411735822,0,-0.00268777503095738,0,0.00132108469849424,0,0.000532778077865472,0,0,0.0288131635824363,0.0252941159240339,0.00931990681840715,-0.0220138676201284,0,-0.00715362312962874,0,0,0.0106356088269615,0,-0.00572363091703352,0,0,0,0,0,0,0,0,0,0.0171236231101331,0.0126639374183895,-0.0206617869289167,-0.00513381015589308,0,0,0,-0.00073935983608375,0.0122847827606493,0,0,0,0,-0.00263775114109144,0,0.00658744561916707,0,0,0,0,0,0,-0.00208431209466534,-0.00895317690017413,-0.00402542094518851,0,0,0,0,0,-0.000377929436765621,0,-0.022640156873802,0,-0.00739220982597772,0,0,0.0244547015645775,0,-0.0148178226164088,0,0,0.00293238143308558,-0.00514047684449516
"15",0,0,0,0,0,0.00119440412611484,0,0.00361137036504982,-0.0266533198957588,-0.075096503429607,0,-0.074343068576262,-0.04958848662846,-0.110077526244764,1.39568780505548,-0.0304327879303266,-0.0540573906679834,-0.146514855568214,-0.190157694765325,0.00704612582767763,-0.0268158369911863,0.0111345523763098,0,0,0.00214080815850022,0.0600136606758235,-0.0428532070638773,-0.00801463448670046,-0.0181465575044175,0,0.000931668496422748,0,0.0203357094706211,0.0301159897115746,0.00260179093508007,0,0.0709767092775257,0.0193860816935068,0,0,-0.00678860602848741,0.00590318422527745,-0.0125592165838522,-0.0413150139993906,-0.0437166177495156,0.00565621710438086,0,0.0605824852385435,0,0.0423817224352326,-0.148747967838317,-0.0186360842905426,0.0335171271108839,0.0314632062154687,0.0153806305387647,0,0.0362607046142339,-0.0209310007783258,0.0245234755901575,0,0.0790721769241606,0,-0.00921195030868182,-0.00779346634958567,-0.0007036058448038,0.0103219014350223,0.0205354979414102,-0.0339419770922567,0,0,0.0110862618487491,0,0.0295377587092275,0.0160411738091228,0,-0.0236197756188044,0.010018266958714,0.0650530578207756,0.0975843255136352,0,-0.423316167006423,-0.00290949859447461,0,0.00297128701290949,0.0636679156453565,0.00151745311677693,0.00284813425749702,-0.0569929645565847,0.0211514018999231,-0.107563478221682,0.00114148146040776,-0.0138997019363408,0,0.055971003325145,0.0147075691928392,0.0184911754798598,0.0289781169339617,0,-0.0534566757174382,0.0154998615205619,0.0275263851136009,-0.102246030823412,-0.0353096105544974,0.00941880395859416,0,-0.0482165409478147,0.0315954386639219,0.0107610553902802,0,-0.0452749193493041,0.0445432408808821,0,0,0.0392379085338359,-0.0166161753895212,0
"16",-0.0247173919294104,0,0.0655344308297916,0.0254512383667308,0,0,0.0489958190764126,-0.0114600173445536,-0.0749239837576599,-0.0446020129918463,0,-0.183679151734139,-0.109832273890166,-0.0245886869566629,-0.0304327879303266,1.28274460131293,-0.155728625319726,-0.0155767050463399,-0.129926968880607,0.034994750502572,0.0054788032717799,0,-0.00606942409398194,0,0,-0.0172099159801794,-0.0480824930530955,0.00232051200817535,-0.102396287252628,0.0128471847263231,-0.0088212260323563,0.00477368503247957,0.020274056837457,0,-0.00546447999335427,0.0126602298212282,-0.139404760388254,-0.192136032059703,0.025477223214241,0,0.0164121436112638,0,0.00420461938290951,0,-0.0725662932488141,-0.00107459294928461,0.0482519521350697,-0.0555320605329091,0,0,0.0319024219068445,0,0.102486338296517,0.0926113741455662,-0.0246482271079393,0.00922145826260848,0,-0.00803064054402454,-0.0263816939583623,0.0306837010175139,-0.0958435201897749,0.0752438862660315,-0.00973118027169412,0.0949959393311463,-0.0558064378286493,-0.0154368620021263,0.0306376522569156,0.0389954713393014,-0.0185264370492394,0,-0.00464475645440123,-0.000590253784075218,-0.0777138420809497,0.0103825703823827,0.0434056808448152,0,-0.0219283743705972,-0.049223793254801,-0.0558312609871757,-0.0136830066402046,0.115417030548809,-0.0524311169363761,-0.0496854693252566,0.0348450707291855,0.0144175795019387,0.0176052885725691,0.00837916046092205,0,-0.0332456409154108,0.0195286847733364,-0.0169937677191439,0.00547933447656593,-0.0121477362315993,0,-0.00809401899884914,0,0,0.0132203309807774,0.00144678624017171,-0.0307365781592449,-0.0315098334593838,0,0.0334008406704119,0,0,-0.0537365455506766,0.0371531792881685,0,0,0.0376474518081674,-0.000773887465340614,0.0106022816867505,-0.0206277833836408,-0.0602480523446754,0,0.0106987516594175
